zdanie,spójnik,typ,sent_id
"Z jego decyzją nie zgodził się dyrektor szpitala, który odwołał się do Naczelnej Izby Lekarskiej w Warszawie.","[',']",['30'],NKJP_1M_4scal-NIE/morph_229-p/morph_229.41-s
"Sugerowała, że przed egzaminem można było kupić testy.","[',']",['8'],NKJP_1M_4scal-NIE/morph_14-p/morph_14.73-s
"Młody gliniarz: – Jeśli kandydat na policjanta zatai fakt, że w przeszłości ukarany był mandatem, wylatuje na zbity pysk.","[',', ',']","['144', '50']",NKJP_1M_4scal-NIE/morph_404-p/morph_404.23-s
"Również państwo bardzo się starało, żeby księża wzięli swoje.","[',']",['21'],NKJP_1M_4scal-NIE/morph_361-p/morph_361.11-s
"Kaczmarek przyznał tylko, że w listopadzie spotkał się u Millera z Michnikiem.","[',']",['15'],NKJP_1M_4scal-NIE/morph_364-p/morph_364.14-s
"Wyborca, który nie będzie głosował na AWS, w zamian będzie na nią płacił.","[',', ',']","['8', '45']",NKJP_1M_4scal-NIE/morph_308-p/morph_308.46-s
"Na razie jedynie weto Kwaśniewskiego może powstrzymać pazernych awuesiarzy, którzy mnożąc urzędy rozbudowują dla siebie przechowalnię.","[',']",['37'],NKJP_1M_4scal-NIE/morph_308-p/morph_308.30-s
"Nawet żule, gdy wpadną na dworzec, leją ich jakoś łagodniej, tylko dla zasady.","[',', ',', ',']","['11', '35', '57']",NKJP_1M_4scal-NIE/morph_299-p/morph_299.40-s
"W trakcie remontu zauważył go nowy właściciel mieszkania, bo z piasku wystawała ręka.","[',']",['67'],NKJP_1M_4scal-NIE/morph_414-p/morph_414.39-s
"Nigdy też nie dopuściła, żeby pracownik socjalny mógł z Wandą porozmawiać.","[',']",['17'],NKJP_1M_4scal-NIE/morph_368-p/morph_368.30-s
"Z pozdrowieniami dla głównego śledczego IPN, nieodrodnego syna Związku Radzieckiego.","[',']",['290'],NKJP_1M_4scal-NIE/morph_181-p/morph_181.67-s
"Wówczas koła łowieckie będą dbały, aby populacja nie rozrastała się ponad dopuszczalną.","[',']",['22'],NKJP_1M_4scal-NIE/morph_537-p/morph_537.32-s
"W całej Europie myślistwo to hobby, za które się płaci!","[',']",['27'],NKJP_1M_4scal-NIE/morph_537-p/morph_537.66-s
"Człowiek niezwykle użyteczny, powtarzali cicho ci bardziej wyrafinowani.","[',']",['14'],NKJP_1M_4scal-NIE/morph_97-p/morph_97.60-s
"Wariat, kręcili kółka na poważnych głowach niektórzy poważni działacze SLD.","[',']",['6'],NKJP_1M_4scal-NIE/morph_97-p/morph_97.50-s
"– Jakby to ująć, żeby nie odpowiadał pan za naruszenie dóbr osobistych?","[',']",['17'],NKJP_1M_4scal-NIE/morph_388-p/morph_388.45-s
"Prezydent powiedział, że się tym nie martwi.","[',']",['12'],NKJP_1M_4scal-NIE/morph_269-p/morph_269.64-s
"Ma wnuczkę w takim wieku, że można się już z nią bawić.","[',']",['22'],NKJP_1M_4scal-NIE/morph_269-p/morph_269.78-s
"Na zakrapianych łącką śliwowicą naradach ustalono, że zaadaptuje się dla świętego rabczańską stację kolejową.","[',']",['28'],NKJP_1M_4scal-NIE/morph_534-p/morph_534.35-s
"""Wyborcza"" ogłosiła, że jest to najlepszy dowód, iż ""przecieków nie było"".","[',', ',']","['20', '102']",NKJP_1M_4scal-NIE/morph_431-p/morph_431.18-s
"Prokuratura Okręgowa w Krakowie, która prowadzi śledztwo w sprawie wycieku testów w 2000 r., potwierdziła, że sprzedawano testy w cenach od kilkuset złotych do 15 tysięcy.","[',', ',', ',']","['138', '19', '478']",NKJP_1M_4scal-NIE/morph_431-p/morph_431.49-s
"Gdyby wybory ukraińskie odbywały się w Polsce, zdecydowanie wygrałby Juszczenko.","[',']",['63'],NKJP_1M_4scal-NIE/morph_371-p/morph_371.39-s
"Zostałem Żydem zaraz po oderwaniu się od polskiej ziemi, tej, której nigdy nie sprzedamy cudzoziemcom.","[',', ',']","['44', '38']",NKJP_1M_4scal-NIE/morph_223-p/morph_223.37-s
"Następnie ustalił, że właścicielem nekropolii jest parafia WNMP, która administruje nim poprzez niejakiego Rudolfa Matuszka, posiadacza zakładu pogrzebowego.","[',', ',', ',']","['12', '102', '38']",NKJP_1M_4scal-NIE/morph_48-p/morph_48.70-s
"Mieszkańcy Częstochowy są zadowoleni, że skończyło się na liście.","[',']",['21'],NKJP_1M_4scal-NIE/morph_222-p/morph_222.11-s
"Uznaliśmy, że w miejscu tych dramatycznych wydarzeń pogranicznicy będą wiedzieć najlepiej, co w nadnyskiej trawie piszczy.","[',', ',']","['9', '91']",NKJP_1M_4scal-NIE/morph_490-p/morph_490.56-s
"Istotnie, podpułkownik Leszek Duczyński wiedział wszystko.","[',']",['6'],NKJP_1M_4scal-NIE/morph_490-p/morph_490.64-s
"Gdyby udało się skompletować księgę obdarowanych, zawierałaby ona listę nazwisk tworzących znaczną część żelaznego elektoratu SLD.","[',']",['39'],NKJP_1M_4scal-NIE/morph_53-p/morph_53.76-s
"Matka-niematka uważa, że sędzię zaszczuły media.","[',']",['17'],NKJP_1M_4scal-NIE/morph_191-p/morph_191.8-s
"Urzędnik prasowy ambasady Austrii zdradził, że czynniki polskie wolałyby wariant szwajcarski.","[',']",['26'],NKJP_1M_4scal-NIE/morph_241-p/morph_241.14-s
"Jeżeli zwyrodnialec wszech czasów Josef Fritzl rzeczywiście dożywotnio leczony będzie w Polsce, świątobliwi szpitalnicy zapewnią mu nawet niemieckojęzyczne towarzystwo damskie.","[',']",['126'],NKJP_1M_4scal-NIE/morph_241-p/morph_241.52-s
"Samorządem, który ma 100 proc. udziałów w szpitalnej spółce akcyjnej, kierują od kilkunastu miesięcy ludzie Tuska.","[',', ',']","['8', '197']",NKJP_1M_4scal-NIE/morph_408-p/morph_408.74-s
"Tak opowiada PO: Szpitale będą się miały dobrze, jak zostaną sprywatyzowane.","[',']",['36'],NKJP_1M_4scal-NIE/morph_408-p/morph_408.28-s
"Poleciliśmy Nataszkę znanemu krakowskiemu lekarzowi, kiedy mu kuśka zaswędziała.","[',']",['26'],NKJP_1M_4scal-NIE/morph_147-p/morph_147.16-s
"Inny oficer UOP mówi, że Zbigniew Siemiątkowski na Kolegium do spraw Służb Specjalnych przy Prezesie Rady Ministrów odczytał pismo z 13 grudnia 2000 r. skierowane do ministra Kaczyńskiego.","[',']",['20'],NKJP_1M_4scal-NIE/morph_21-p/morph_21.31-s
"Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskich krytyków jako ulubiona grupa rockowa Putina.","[',', ',']","['25', '60']",NKJP_1M_4scal-NIE/morph_327-p/morph_327.32-s
"W obszernym reportażu o Szczypińskiej zamieszczonym w „Wysokich Obcasach”, dodatku do „Gazety Wyborczej”, cytowane są słowa Jarosława Kaczyńskiego o tym, że była to najbardziej represjonowana kobieta w latach 80.","[',', ',', ',']","['55', '83', '142']",NKJP_1M_4scal-NIE/morph_283-p/morph_283.58-s
"Skąd się wzięło przekonanie, że Jolanta Szczypińska była wybitną działaczką podziemia zawzięcie prześladowaną przez Służbę Bezpieczeństwa?","[',']",['19'],NKJP_1M_4scal-NIE/morph_283-p/morph_283.18-s
"Pan konsul obiecał, że poruszy natychmiast tę sprawę z attaché wojskowym, generałem brygady.","[',', ',']","['16', '107']",NKJP_1M_4scal-NIE/morph_30-p/morph_30.55-s
"Jak zginął gen. Sikorski, nie trzeba chyba tłumaczyć.","[',']",['51'],NKJP_1M_4scal-NIE/morph_75-p/morph_75.64-s
"Dyrektor wymienia imprezy, które zorganizował.","[',']",['16'],NKJP_1M_4scal-NIE/morph_131-p/morph_131.7-s
"Zazwyczaj są to ich 6-9-letni synowie, których trzeba wyżywić.","[',']",['23'],NKJP_1M_4scal-NIE/morph_188-p/morph_188.31-s
"Dwóch Kaczyńskich, jeden Tusk.","[',']",['11'],NKJP_1M_4scal-NIE/morph_244-p/morph_244.73-s
"Bóg jeden wie, czym się kierował premier Miller w doborze kolejnych ministrów.","[',']",['16'],NKJP_1M_4scal-NIE/morph_115-p/morph_115.14-s
"W pale nie mieściło się do tej pory, że techniki rozrodcze można skatalogować aż na tyle sposobów!","[',']",['36'],NKJP_1M_4scal-NIE/morph_337-p/morph_337.58-s
"Ewentualna ratyfikacja Konkordatu przed przyjęciem nowej konstytucji zaważyłaby zapewne na jej ostatecznym brzmieniu, odbierając Konstytucji RP charakter nowoczesnej ustawy zasadniczej demokratycznego państwa.","[',']",['98'],NKJP_1M_4scal-NIE/morph_433-p/morph_433.78-s
"Nic dziwnego, że jeszcze podczas kontroli Baster poczuł się zdenerwowany.","[',']",['14'],NKJP_1M_4scal-NIE/morph_110-p/morph_110.12-s
"Kontrolerzy nie wzięli pogróżek poważnie, bo wiedzieli z doświadczenia, że w podobnej sytuacji prawie każdy podatnik powołuje się na możnego protektora...","[',', ',']","['29', '47']",NKJP_1M_4scal-NIE/morph_110-p/morph_110.67-s
"Gdyby szefowie gliniarzy posłuchali, jakich wyrażeń używają pod ich adresem podwładni, zaraz po odmeldowaniu się, zapewne poszliby chlać już w samotności.","[',', ',', ',']","['19', '50', '145']",NKJP_1M_4scal-NIE/morph_83-p/morph_83.67-s
"Można nawet powiedzieć, że z eskalacji protestów czerpie pewne korzyści.","[',']",['16'],NKJP_1M_4scal-NIE/morph_331-p/morph_331.38-s
Zyski zaś z tak wybranego prezydenta są co najmniej ograniczone.,['zaś'],['6'],NKJP_1M_4scal-NIE/morph_144-p/morph_144.61-s
"Wezwany do skruchy przez Aleksandra wszystkich Polaków, kongres SLD złożył hołd ""tym, którzy potrafili się przeciwstawić niegodziwościom pojałtańskiego systemu"".","[',', ',']","['77', '172']",NKJP_1M_4scal-NIE/morph_121-p/morph_121.24-s
"Nie pierwszy to przykład, kiedy chłopaki z jedynie słusznej siły piszą na Berdyczów.","[',']",['17'],NKJP_1M_4scal-NIE/morph_93-p/morph_93.75-s
"Ludzi Juszczenki tam się po prostu nie wpuszcza – mówi nam, anonimowo, polski dyplomata.","[',', ',']","['50', '55']",NKJP_1M_4scal-NIE/morph_347-p/morph_347.73-s
"Oświadczył, że nie ma warunków dla uroczystego otwarcia Cmentarza Orląt Lwowskich w najbliższy wtorek.","[',']",['8'],NKJP_1M_1305000000550/morph_1-p/morph_1.26-s
"Według prezydenta, na razie nie można podać nowej daty otwarcia cmentarza.","[',']",['9'],NKJP_1M_1305000000550/morph_1-p/morph_1.39-s
"Po zniszczeniu kościoła przez Szwedów podczas potopu, wśród gruzów świątyni karmelitańskiej odnaleziono ów kamień ze stopką królowej.","[',']",['350'],NKJP_1M_3102000017/morph_1-p/morph_1.82-s
"Na zakończenie swoich rozważań, Mączyński opisuje dalsze losy tej niezwykłej pamiątki po Jadwidze.","[',']",['23'],NKJP_1M_3102000017/morph_1-p/morph_1.63-s
"Pilnujący już go znali, więc mu nie przeszkadzali.","[',', 'więc']","['50', '52']",NKJP_1M_2001000020/morph_3-p/morph_3.37-s
"Po raz kolejny w Elblągu dwie fałszywe akwizytorki okradły starszą kobietę, która straciła 990 zł.","[',']",['53'],NKJP_1M_1305000000974/morph_1-p/morph_1.17-s
"Wahanie trwało zbyt długo, by jakakolwiek odpowiedź mogła być wiarygodna.","[',']",['19'],NKJP_1M_2002000189/morph_4-p/morph_4.69-s
"Pan wie, jak to jest.","[',']",['12'],NKJP_1M_2002000189/morph_4-p/morph_4.46-s
"Nikogo nie dziwi sprawa, że osoby piastujące stanowiska kierownicze muszą gdzieś wypoczywać.","[',']",['88'],NKJP_1M_1202900104/morph_7-p/morph_7.16-s
"Ustaliwszy, że powódka otrzymała odszkodowanie na podstawie rozporządzenia Rady Ministrów w sprawie melioracji wodnych, oddalił powództwo.","[',', ',']","['223', '9']",NKJP_1M_1202900104/morph_4-p/morph_4.28-s
"Mówiłem twojej matce, żeby nie wsadzała palca między drzwi.","[',']",['18'],NKJP_1M_2002000092/morph_7-p/morph_7.78-s
"Nie wyczułem kpiny w jej głosie, choć należało być ostrożnym.","[',']",['26'],NKJP_1M_2002000092/morph_13-p/morph_13.29-s
"Wtedy, na wieży Eiffla, zacząłem nie lubić Paryża.","[',', ',']","['7', '19']",NKJP_1M_2002000092/morph_13-p/morph_13.83-s
"- Przyjdzie mi tu umrzeć, jeżeli wcześniej ta rudera się nie zawali.","[',']",['23'],NKJP_1M_2002000092/morph_12-p/morph_12.55-s
"Nagle ją znienawidziłem, bo ten śmiech był bardzo okrutny.","[',']",['20'],NKJP_1M_2002000092/morph_1-p/morph_1.61-s
"- Szybko się zadomowiłaś w tym buduarze, Teresko.","[',']",['27'],NKJP_1M_2002000092/morph_2-p/morph_2.11-s
"Musiała być jakaś przyczyna, że ja, atom, zaistniałem w kosmosie.","[',', ',', ',']","['20', '30', '35']",NKJP_1M_2001000030/morph_3-p/morph_3.80-s
"Do Wydziału Gospodarczego Komendy Miejskiej w Szczecinie dotarła informacja o tym, że pracownica jednego z hipermarketów wyłudzała pieniądze od prowadzącego w nim bistro handlowca.","[',']",['66'],NKJP_1M_1305000001991/morph_1-p/morph_1.26-s
"Był to kredyt zaufania, który zobowiązywał.","[',']",['16'],NKJP_1M_1202900075/morph_5-p/morph_5.54-s
"W zaborze rosyjskim po śmierci Aleksandra II, który zginął w zamachu terrorystycznym, nastąpiło gwałtowne zaostrzenie polityki represyjnej we wszystkich dziedzinach życia publicznego.","[',', ',']","['52', '346']",NKJP_1M_3204000000601/morph_4-p/morph_4.25-s
"Opolscy ciepłownicy obawiają się, że ich straty w pierwszych miesiącach nowego roku mogą się okazać horrendalne, bo na podwyżkę ceny węgla nałożyła się także wyjątkowo łagodna zima, która zmniejszyła zapotrzebowanie na ciepło.","[',', ',', ',']","['99', '19', '143']",NKJP_1M_1305000001075/morph_1-p/morph_1.36-s
"Stroop, odczuwając nasze niecierpliwe zaciekawienie, przekornie milczy.","[',', ',']","['7', '39']",NKJP_1M_3102000000051/morph_3-p/morph_3.10-s
"Stroop zaopatrzył członków Werwolfu w mapy, na które naniesiono obiekty przeznaczone w przyszłości do zniszczenia.","[',']",['26'],NKJP_1M_3102000000051/morph_4-p/morph_4.17-s
"Radni poruszyli problem złych nawierzchni dróg, domagając się ich remontu.","[',']",['40'],NKJP_1M_1305000000759/morph_1-p/morph_1.12-s
"Kiedy miałam pięć lat, posłano mnie do szkoły.","[',']",['48'],NKJP_1M_3102000010/morph_11-p/morph_11.11-s
"Jesteśmy tu, na tej ziemi.","[',']",['11'],NKJP_1M_3102000010/morph_4-p/morph_4.15-s
"W recenzjach skierowanych do odbiorcy dorosłego powinien dominować bardziej oficjalny styl, operujący wyższym językiem bez kolokwializmów.","[',']",['92'],NKJP_1M_6203010000130/morph_1-p/morph_1.55-s
"Zresztą, trzeba kogoś kochać, żeby z nim romansować.","[',', ',']","['5', '22']",NKJP_1M_1202000001/morph_13-p/morph_13.71-s
"Nie lubię, gdy ktoś jest natarczywy.","[',']",['10'],NKJP_1M_1202000001/morph_3-p/morph_3.22-s
"CKM: Przyjmijmy, że ten ktoś wpadł ci w oko.","[',']",['13'],NKJP_1M_1202000001/morph_3-p/morph_3.38-s
"Bo nie jest prawdą, że horrory uczą przemocy.","[',']",['16'],NKJP_1M_1202000001/morph_25-p/morph_25.81-s
"Wes: Po pierwsze, nastolatki to generacja, która najczęściej chodzi do kina.","[',', ',']","['31', '15']",NKJP_1M_1202000001/morph_25-p/morph_25.15-s
"Mówi, że dobrze się na nich bawi.","[',']",['8'],NKJP_1M_1202000001/morph_25-p/morph_25.71-s
"Nie płacisz także podatku od firmy zarejestrowanej w Monako, która nie prowadzi w tym kraju żadnej działalności.","[',']",['32'],NKJP_1M_1202000001/morph_11-p/morph_11.41-s
"Jeśli nie jesteś Francuzem, nie płacisz podatku dochodowego.","[',']",['64'],NKJP_1M_1202000001/morph_11-p/morph_11.10-s
"Żeby jednak zostać rezydentem księstwa, musisz mieć oszczędności w wysokości miliona dolarów.","[',']",['30'],NKJP_1M_1202000001/morph_11-p/morph_11.55-s
"Ostatnie zdania muszą być twoim wyznaniem wiary w waszą miłość, która przetrwa wszelkie burze.","[',']",['43'],NKJP_1M_1202000001/morph_21-p/morph_21.28-s
"- Niestety, wciąż jeszcze niewielka.","[',']",['7'],NKJP_1M_1202000001/morph_19-p/morph_19.14-s
"W Dziecięcym Szpitalu Klinicznym Collegium Medicum Uniwersytetu Jagiellońskiego w sobotę zmarła 5-letnia Ania L. z Rzepiennika koło Gorlic, która jest pierwszą w tym roku w naszym regionie ofiarą trującego grzyba, muchomora sromotnikowego.","[',', ',']","['131', '326']",NKJP_1M_1305000001716/morph_1-p/morph_1.36-s
"Gdyby można było zmierzyć ""pilnowanie dzwonka na zakończenie pracy"", byłoby to jedną z najleprzych miar alienacji pracy "".","[',']",['69'],NKJP_1M_1202900049/morph_6-p/morph_6.71-s
"Jego brat, rzecznik łódzkiego pogotowia, jest szefem Związku.","[',', ',']","['11', '30']",NKJP_1M_1305000000056/morph_1-p/morph_1.66-s
"Gagosian nadal milczał, siedząc za biurkiem na swój sztywny sposób.","[',']",['15'],NKJP_1M_2001000026/morph_6-p/morph_6.29-s
"Pomiaukując alarmująco, zaprowadził Adama do dużego pokoju.","[',']",['11'],NKJP_1M_2001000026/morph_2-p/morph_2.68-s
"Myślę, że konsultował to z lekarzami.","[',']",['8'],NKJP_1M_6203010001890/morph_4-p/morph_4.8-s
"W grę wchodziło niewpuszczenie obywatela polskiego do Rosji, jest więc zrozumiałe, że rząd domagał się podania przyczyn.","[',', 'więc', ',']","['105', '112', '120']",NKJP_1M_6203010000038/morph_10-p/morph_10.41-s
"Nie wiecie, z kim zadzieracie!","[',']",['10'],NKJP_1M_2004000040/morph_10-p/morph_10.69-s
"Do tyłu, mówię!","[',']",['9'],NKJP_1M_2004000040/morph_10-p/morph_10.21-s
"– Odpierdolcie się ode mnie, ścierwa!","[',']",['18'],NKJP_1M_2004000040/morph_10-p/morph_10.62-s
"Numer telefonu miał być za to w książce telefonicznej komórki, którą znaleziono w samochodzie Kościelniaka.","[',']",['40'],NKJP_1M_2004000040/morph_8-p/morph_8.58-s
"– No, o samochodach.","[',']",['7'],NKJP_1M_2004000040/morph_8-p/morph_8.6-s
"Kościelniak mówił, że nie zna adresu domowego Sankowskiego.","[',']",['12'],NKJP_1M_2004000040/morph_8-p/morph_8.41-s
"Mecz rozpoczął się dla niej bardzo dobrze, bo już w 2. minucie Cezary Kucharski zdobył prowadzenie.","[',']",['61'],NKJP_1M_1305000000004/morph_1-p/morph_1.39-s
"Z gotowym tekstem, oczywiście.","[',']",['15'],NKJP_1M_2002000121/morph_2-p/morph_2.19-s
Roztopy występują zatem wcześniej.,['zatem'],['10'],NKJP_1M_3202000000087/morph_11-p/morph_11.44-s
"Pewne trudności pojawiają się, gdy zastosuje się te definicje do lodowców innych stref.","[',']",['18'],NKJP_1M_3202000000087/morph_21-p/morph_21.61-s
"To będzie dobry moment, żeby przedstawić Krzysztofa ojcu.","[',']",['18'],NKJP_1M_2004000062/morph_8-p/morph_8.15-s
"Dziwnie było iść białymi korytarzami, nie wiedząc, dokąd prowadzą.","[',', ',']","['33', '23']",NKJP_1M_2004000062/morph_1-p/morph_1.23-s
"Pacjent zgłosił się do szpitala, gdy zaczął mu się pogarszać wzrok w lewym oku.","[',']",['21'],NKJP_1M_1305000001106/morph_1-p/morph_1.30-s
"Nie zważając na ustalenia historyków, także rosyjskich, widzom zaprezentowano kłamstwa przez dziesięciolecia powtarzane przez radziecką propagandę, która konsekwentnie fałszowała rzeczywistą współodpowiedzialność ZSRR za wybuch II wojny światowej.","[',', ',', ',']","['86', '20', '28']",NKJP_1M_6203010000056/morph_9-p/morph_9.64-s
"Przypomnijmy sobie, jak to jest, kiedy o czymś myślimy.","[',', ',']","['12', '26']",NKJP_1M_1202900067/morph_7-p/morph_7.20-s
"Sprawdźmy, czy istotnie potrafilibyśmy to zrobić.","[',']",['8'],NKJP_1M_1202900067/morph_2-p/morph_2.92-s
"Statut Spółdzielni mówi, że w pierwszej turze wyborów do władz Spółdzielni za wybranych uważa się tych, którzy uzyskali 50% ważnych głosów.","[',', ',']","['17', '190']",NKJP_1M_1202900081/morph_3-p/morph_3.51-s
"Tylko po co, skoro z rachunku wynika, że wcale nie jest to na razie konieczne?","[',', ',']","['14', '32']",NKJP_1M_1202900081/morph_1-p/morph_1.90-s
"Musisz cofnąć się o 2 pola do tyłu, by pozbyć się lepkich nici z twarzy.","[',']",['34'],NKJP_1M_1202900116/morph_4-p/morph_4.71-s
"- Znamy metody, dlaczego więc umieralność jest tak wysoka?","[',', 'więc']","['17', '24']",NKJP_1M_1202900116/morph_1-p/morph_1.59-s
"Nowoczesna placówka, oddana do użytku 5 lat temu, wyposażona jest w sieć komputerową typu ""Pentium"".","[',', ',']","['11', '45']",NKJP_1M_1202900116/morph_2-p/morph_2.20-s
"Jego zdaniem, wszyscy obywatele Polski mają to zagwarantowane w Konstytucji, która dzisiaj jest łamana.","[',', ',']","['10', '44']",NKJP_1M_1305000001232/morph_1-p/morph_1.41-s
"Gotycki kościół z pocz. XVI w. z wysoką wieżą, jednonawowy.","[',']",['68'],NKJP_1M_3302000000030/morph_9-p/morph_9.14-s
"Rzeźba Chrystusa Frasobliwego, późnogotycka, z pocz. XVI w.","[',', ',']","['16', '21']",NKJP_1M_3302000000030/morph_24-p/morph_24.40-s
"Jest tu 16 jezior, łącznie z 4 jeziorami na obrzeżu, znajdującymi się już poza administracyjną granicą WPN.","[',', ',']","['20', '44']",NKJP_1M_3302000000030/morph_14-p/morph_14.20-s
"Tradycja związana ze św. Wojciechem głosi, że w X w. założył on w Trzemesznie klasztor benedyktynów.","[',']",['51'],NKJP_1M_3302000000030/morph_40-p/morph_40.47-s
"W 1831 pod Komorzem A. Mickiewicz próbował przekroczyć granicę zaborów biegnącą na Prośnie, aby wziąć udział w powstaniu listopadowym.","[',']",['68'],NKJP_1M_3302000000030/morph_2-p/morph_2.26-s
"Jeżeli pozostała suma gwarancji jest niewystarczająca na zwrot wszystkich wpłat wniesionych przez klientów, wypłaty obniża się proporcjonalnie do wysokości pozostałej sumy.","[',']",['100'],NKJP_1M_6203010000109/morph_2-p/morph_2.60-s
"Członkom rządu Czernomyrdina prezydent polecił, by sprawowali swoje obowiązki do czasu utworzenia nowego gabinetu.","[',']",['27'],NKJP_1M_1305000001126/morph_1-p/morph_1.48-s
"Zachód nadal robi groźne miny, mimo uspokajającego wystąpienia Klasy.","[',']",['23'],NKJP_1M_3102000020/morph_11-p/morph_11.18-s
"Powiedział też, że interwencja jeszcze nie grozi.","[',']",['11'],NKJP_1M_3102000020/morph_11-p/morph_11.55-s
"Wyznanie miłosne, na jakie się nigdy nie zdobyłem w obawie przed potknięciem?","[',']",['13'],NKJP_1M_2002000140/morph_2-p/morph_2.18-s
"Studia niefilologiczne, wbrew powołaniu?","[',']",['11'],NKJP_1M_2002000140/morph_2-p/morph_2.24-s
"Taką obietnicę otrzymała grupa bydgoszczan, która uczestniczyła wczoraj w spotkaniu z Aleksandrem Kwaśniewskim.","[',']",['23'],NKJP_1M_1305000001941/morph_1-p/morph_1.59-s
"- Prezyden RP Aleksander Kwaśniewski obiecał, że jeszcze w czwartek wieczorem rozpocznie w Sejmie mediacje w sprawie podziału terytorialnego kraju - powiedział nam Ryszard Wilczyński, przewodniczący opolskiego Sejmiku Samorządowego, który uczestniczył w Warszawie w marszu protestacyjnym pięciu zagrożonych likwidacją województw.","[',', ',', ',']","['40', '344', '326']",NKJP_1M_1305000001941/morph_1-p/morph_1.44-s
"Tylko podczas jednej kontroli, przeprowadzonej przez niemiecką policję w lipcu bieżącego roku w Hesji, stwierdzono, że 214 niemieckich rodzin zatrudniało Polki ""na czarno"".","[',', ',', ',']","['17', '133', '189']",NKJP_1M_1305000000165/morph_1-p/morph_1.55-s
"Załoga karetki reanimacyjnej, która udzielała pomocy pobitemu kibicowi Czarnych Słupsk trzynastoletniemu Przemkowi Czai, słyszała od będących przy tym młodych ludzi, że pobił go pałką policjant.","[',', ',', ',']","['235', '17', '547']",NKJP_1M_DP1999/morph_3-p/morph_3.29-s
"Pawłowi M. zarzuca się również, że działał z zamiarem spowodowania ciężkiego kalectwa rzucając nożem w głowę włoskiego piłkarza Dino Baggio.","[',']",['26'],NKJP_1M_DP1999/morph_4-p/morph_4.23-s
"Trudno stwierdzić, kiedy nowa ustawa wejdzie w życie.","[',']",['12'],NKJP_1M_DP1999/morph_6-p/morph_6.33-s
"Do sejmowego projektu ustawy o powszechnym obowiązku obrony senatorowie zgłosili bowiem kilkanaście poprawek, do których teraz będą musieli ustosunkować się posłowie.","[',']",['117'],NKJP_1M_DP1999/morph_6-p/morph_6.23-s
"Sobie nie przypominam, Panie Siostrzeniec Kwadrat.","[',']",['13'],NKJP_1M_2004000042/morph_3-p/morph_3.74-s
"Mam wrażenie, że poszła w eter...","[',']",['13'],NKJP_1M_2004000042/morph_3-p/morph_3.48-s
"Poranna Łunia świeciła nad miastem Krakowem, gdy wsiadałam do pociągu.","[',']",['27'],NKJP_1M_2004000042/morph_1-p/morph_1.13-s
"Zgodnie opowiedzieli się za nią posłowie rządzącej koalicji ""pluralistycznej lewicy"", przy jednomyślnym sprzeciwie stronnictw opozycyjnych.","[',']",['70'],NKJP_1M_1305000001265/morph_1-p/morph_1.37-s
"Napastnicy grozili nastolatkom, że ich pobiją.","[',']",['16'],NKJP_1M_1305000000534/morph_1-p/morph_1.8-s
"Kiedy nastały czasy Solidarności, szybko wystąpiono o nadanie Renému tytułu profesorskiego, z czym dotychczas zwlekano.","[',', ',']","['21', '57']",NKJP_1M_3102000000215/morph_3-p/morph_3.18-s
"Słowem, byliśmy w dołku.","[',']",['6'],NKJP_1M_3102000000215/morph_1-p/morph_1.7-s
"Prezydent powiedział, że nowy parlament nie będzie gorszy od poprzedniej Rady Najwyższej.","[',']",['12'],NKJP_1M_1305000000995/morph_1-p/morph_1.51-s
"Kuczma oświadczył, że gospodarka będzie reformowana na zasadach rynkowych.","[',']",['12'],NKJP_1M_1305000000995/morph_1-p/morph_1.37-s
"Gorące podziękowania dla wszystkich pracowników ""Polityki"", którzy pomagali w realizacji Tygodnia Mózgu.","[',']",['31'],NKJP_1M_1202900001006/morph_15-p/morph_15.67-s
"Dopiero po chwili orientuję się, że to Lucjan.","[',']",['20'],NKJP_1M_1202900001006/morph_14-p/morph_14.52-s
"Siostra popycha wózek, na którym siedzi schorowany człowiek o nieobecnym spojrzeniu, jakby mu było już wszystko jedno.","[',', ',']","['16', '50']",NKJP_1M_1202900001006/morph_14-p/morph_14.35-s
"Dość szybko okazało się, że nie ma ich już wśród żywych.","[',']",['17'],NKJP_1M_1202900001006/morph_37-p/morph_37.54-s
"Prałat Józef Nocny nawet wygłosił z ambony, że dla prezydenta sportowcy są ważniejsi od Boga.","[',']",['30'],NKJP_1M_1202900001006/morph_39-p/morph_39.62-s
"Prawie połowa respondentów stwierdziła, że akty prowokacji zdarzają się często.","[',']",['18'],NKJP_1M_1202900001006/morph_18-p/morph_18.12-s
"Rydze smażone na maśle (21 zł) były umiejętnie rozmrożone, co wbrew pozorom nie jest takie łatwe.","[',']",['63'],NKJP_1M_1202900001006/morph_27-p/morph_27.20-s
"Inna sprawa, że nagrywanie wystąpień na zamkniętych naradach partyjnych okazało się ostatnio całkiem łatwe.","[',']",['13'],NKJP_1M_1202900001006/morph_26-p/morph_26.16-s
"Zaproponował on zmianę koalicjanta z Wolnych Demokratów na Forum Demokratyczne, które uzyskało lepsze rezultaty wyborcze.","[',']",['40'],NKJP_1M_1202900001006/morph_26-p/morph_26.46-s
